G2á'Ö˜Fñ÷W7F◊”#sc3Cìí¬'76ì“”¬6Á#”R„¬6g'É”r¬6gGÉ”r¬GÖ˜G&ñ«3”¬GÖ˜˜vW#”B¬GÖ˜Fñ÷UˆˆÂˆó#”#B¬GÖˆ6˜VÁFW#”ÉSR¬GÖˆg&WVVÊ7ì”ÉcÉê£#ÇÛrÛ##c££#R◊6rÜí'VVÊ6ˆ&W'GW&6ˆ‚∆&W6ñFVÊ6ñCìCÇ7FG2á'Ö˜Fñ÷W7F◊”#sC3#SCìb rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:18 msg Hay buena cobertura con la residencia 5056 stats (rx_timestamp=3007198208, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:20 msg Hay buena cobertura con la residencia 5057 stats (rx_timestamp=3009672018, rssi=-93, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:21 msg Hay buena cobertura con la residencia 5058 stats (rx_timestamp=3010701180, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:24 msg Token 30aea458f354 30aea474cbcc 30aea458f354 stats (rx_timestamp=3013197194, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:26 msg Hay buena cobertura con la residencia 5059 stats (rx_timestamp=3015802191, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:29 msg Hay buena cobertura con la residencia 5060 stats (rx_timestamp=3018471173, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:32 msg Hay buena cobertura con la residencia 5061 stats (rx_timestamp=3021090124, rssi=-99, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:34 msg Hay buena cobertura con la residencia 5062 stats (rx_timestamp=3023715154, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:37 msg Hay buena cobertura con la residencia 5063 stats (rx_timestamp=3026331172, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:40 msg Hay buena cobertura con la residencia 5064 stats (rx_timestamp=3028996173, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:42 msg Hay buena cobertura con la residencia 5065 stats (rx_timestamp=3031609170, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:45 msg Hay buena cobertura con la residencia 5066 stats (rx_timestamp=3034269144, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:48 msg Hay buena cobertura con la residencia 5067 stats (rx_timestamp=3037102135, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:50 msg Hay buena cobertura con la residencia 5068 stats (rx_timestamp=3039783138, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:53 msg Hay buena cobertura con la residencia 5069 stats (rx_timestamp=3042435151, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:56 msg Hay buena cobertura con la residencia 5070 stats (rx_timestamp=3045095146, rssi=-100, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:6:58 msg Hay buena cobertura con la residencia 5071 stats (rx_timestamp=3047739142, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:1 msg Hay buena cobertura con la residencia 5072 stats (rx_timestamp=3050363138, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:4 msg Hay buena cobertura con la residencia 5073 stats (rx_timestamp=3053025134, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:6 msg Hay buena cobertura con la residencia 5074 stats (rx_timestamp=3055685103, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:9 msg Hay buena cobertura con la residencia 5075 stats (rx_timestamp=3058309061, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:12 msg Hay buena cobertura con la residencia 5076 stats (rx_timestamp=3061145124, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:14 msg Hay buena cobertura con la residencia 5077 stats (rx_timestamp=3063797119, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:17 msg Hay buena cobertura con la residencia 5078 stats (rx_timestamp=3066458114, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:20 msg Hay buena cobertura con la residencia 5079 stats (rx_timestamp=3069094110, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:22 msg Hay buena cobertura con la residencia 5080 stats (rx_timestamp=3071753079, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:25 msg Hay buena cobertura con la residencia 5081 stats (rx_timestamp=3074431107, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:28 msg Hay buena cobertura con la residencia 5082 stats (rx_timestamp=3077082074, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:29 msg Hay buena cobertura con la residencia 5083 stats (rx_timestamp=3078332247, rssi=-93, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:31 msg Hay buena cobertura con la residencia 5084 stats (rx_timestamp=3080261072, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:34 msg Token 3c71bf877510 30aea474cbcc 3c71bf877510 stats (rx_timestamp=3082917085, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=855, tx_frequency=868000000)
28/7/2020 16:7:37 msg Hay buena cobertura con la residencia 5085 stats (rx_timestamp=3086318082, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:37 msg Hay buena cobertura con la residencia 5086 stats (rx_timestamp=3086753430, rssi=-92, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:40 msg Hay buena cobertura con la residencia 5087 stats (rx_timestamp=3089492061, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:43 msg Info ok 30aea474cbcc stats (rx_timestamp=3092169056, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:46 msg Hay buena cobertura con la residencia 5088 stats (rx_timestamp=3094851051, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:48 msg Hay buena cobertura con la residencia 5089 stats (rx_timestamp=3097487045, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:51 msg Hay buena cobertura con la residencia 5090 stats (rx_timestamp=3100157062, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:54 msg Hay buena cobertura con la residencia 5091 stats (rx_timestamp=3102854062, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:56 msg Hay buena cobertura con la residencia 5092 stats (rx_timestamp=3105519057, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:7:59 msg Hay buena cobertura con la residencia 5093 stats (rx_timestamp=3108192049, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:2 msg Hay buena cobertura con la residencia 5094 stats (rx_timestamp=3111033023, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:4 msg Hay buena cobertura con la residencia 5095 stats (rx_timestamp=3113713046, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:7 msg Hay buena cobertura con la residencia 5096 stats (rx_timestamp=3116379038, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:10 msg Hay buena cobertura con la residencia 5097 stats (rx_timestamp=3119060036, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:12 msg Hay buena cobertura con la residencia 5098 stats (rx_timestamp=3121734031, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:15 msg Hay buena cobertura con la residencia 5099 stats (rx_timestamp=3124463032, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:18 msg Hay buena cobertura con la residencia 5100 stats (rx_timestamp=3127182032, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:21 msg Hay buena cobertura con la residencia 5101 stats (rx_timestamp=3129883999, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:23 msg Hay buena cobertura con la residencia 5102 stats (rx_timestamp=3132563954, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:26 msg Hay buena cobertura con la residencia 5103 stats (rx_timestamp=3135202993, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:29 msg Hay buena cobertura con la residencia 5104 stats (rx_timestamp=3138072015, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:31 msg Hay buena cobertura con la residencia 5105 stats (rx_timestamp=3140762006, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:34 msg Hay buena cobertura con la residencia 5106 stats (rx_timestamp=3143464986, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:37 msg Hay buena cobertura con la residencia 5107 stats (rx_timestamp=3146123004, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:39 msg Hay buena cobertura con la residencia 5108 stats (rx_timestamp=3148771976, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:42 msg Hay buena cobertura con la residencia 5109 stats (rx_timestamp=3151453978, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:45 msg Hay buena cobertura con la residencia 5110 stats (rx_timestamp=3154160994, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:48 msg Hay buena cobertura con la residencia 5111 stats (rx_timestamp=3156890990, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:50 msg Hay buena cobertura con la residencia 5112 stats (rx_timestamp=3159601988, rssi=-96, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:53 msg Hay buena cobertura con la residencia 5113 stats (rx_timestamp=3162515979, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:56 msg Hay buena cobertura con la residencia 5114 stats (rx_timestamp=3165239953, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:8:59 msg Hay buena cobertura con la residencia 5115 stats (rx_timestamp=3167937953, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:1 msg Hay buena cobertura con la residencia 5116 stats (rx_timestamp=3170656975, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:4 msg Hay buena cobertura con la residencia 5117 stats (rx_timestamp=3173331970, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:7 msg Hay buena cobertura con la residencia 5118 stats (rx_timestamp=3175984966, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:9 msg Hay buena cobertura con la residencia 5119 stats (rx_timestamp=3178657940, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:12 msg Hay buena cobertura con la residencia 5120 stats (rx_timestamp=3181351954, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:15 msg Hay buena cobertura con la residencia 5121 stats (rx_timestamp=3184024958, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:18 msg Hay buena cobertura con la residencia 5122 stats (rx_timestamp=3186905947, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:20 msg Hay buena cobertura con la residencia 5123 stats (rx_timestamp=3189590949, rssi=-102, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:23 msg Hay buena cobertura con la residencia 5124 stats (rx_timestamp=3192227883, rssi=-102, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:26 msg Hay buena cobertura con la residencia 5125 stats (rx_timestamp=3194884911, rssi=-102, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:28 msg Hay buena cobertura con la residencia 5126 stats (rx_timestamp=3197614932, rssi=-102, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:31 msg Hay buena cobertura con la residencia 5127 stats (rx_timestamp=3200265930, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:34 msg Hay buena cobertura con la residencia 5128 stats (rx_timestamp=3202906931, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:36 msg Hay buena cobertura con la residencia 5129 stats (rx_timestamp=3205610926, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:39 msg Hay buena cobertura con la residencia 5130 stats (rx_timestamp=3208303854, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:42 msg Hay buena cobertura con la residencia 5131 stats (rx_timestamp=3210967897, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:45 msg Hay buena cobertura con la residencia 5132 stats (rx_timestamp=3213861910, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:47 msg Hay buena cobertura con la residencia 5133 stats (rx_timestamp=3216514888, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:50 msg Hay buena cobertura con la residencia 5134 stats (rx_timestamp=3219188905, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:53 msg Hay buena cobertura con la residencia 5135 stats (rx_timestamp=3221914908, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:55 msg Hay buena cobertura con la residencia 5136 stats (rx_timestamp=3224624872, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:9:58 msg Hay buena cobertura con la residencia 5137 stats (rx_timestamp=3227349870, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:1 msg Hay buena cobertura con la residencia 5138 stats (rx_timestamp=3230080886, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:3 msg Hay buena cobertura con la residencia 5139 stats (rx_timestamp=3232794866, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:6 msg Hay buena cobertura con la residencia 5140 stats (rx_timestamp=3235440878, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:9 msg Hay buena cobertura con la residencia 5141 stats (rx_timestamp=3238325873, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:12 msg Hay buena cobertura con la residencia 5142 stats (rx_timestamp=3240968875, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:14 msg Hay buena cobertura con la residencia 5143 stats (rx_timestamp=3243659870, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:17 msg Hay buena cobertura con la residencia 5144 stats (rx_timestamp=3246380842, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:20 msg Hay buena cobertura con la residencia 5145 stats (rx_timestamp=3249030838, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:22 msg Hay buena cobertura con la residencia 5146 stats (rx_timestamp=3251738854, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:25 msg Hay buena cobertura con la residencia 5147 stats (rx_timestamp=3254427849, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:28 msg Hay buena cobertura con la residencia 5148 stats (rx_timestamp=3257156842, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:31 msg Hay buena cobertura con la residencia 5149 stats (rx_timestamp=3259861838, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:33 msg Hay buena cobertura con la residencia 5150 stats (rx_timestamp=3262758815, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:36 msg Hay buena cobertura con la residencia 5151 stats (rx_timestamp=3265457808, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:39 msg Hay buena cobertura con la residencia 5152 stats (rx_timestamp=3268172831, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:42 msg Hay buena cobertura con la residencia 5153 stats (rx_timestamp=3270892800, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:44 msg Hay buena cobertura con la residencia 5154 stats (rx_timestamp=3273597823, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:47 msg Hay buena cobertura con la residencia 5155 stats (rx_timestamp=3276315813, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:50 msg Hay buena cobertura con la residencia 5156 stats (rx_timestamp=3279009789, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:52 msg Hay buena cobertura con la residencia 5157 stats (rx_timestamp=3281642738, rssi=-101, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:55 msg Hay buena cobertura con la residencia 5158 stats (rx_timestamp=3284326803, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:10:58 msg Hay buena cobertura con la residencia 5159 stats (rx_timestamp=3287185799, rssi=-102, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:11:1 msg Hay buena cobertura con la residencia 5160 stats (rx_timestamp=3289886792, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:11:3 msg Hay buena cobertura con la residencia 5161 stats (rx_timestamp=3292517765, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:11:6 msg Hay buena cobertura con la residencia 5162 stats (rx_timestamp=3295199765, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
28/7/2020 16:11:9 msg Hay buena cobertura con la residencia 5163 stats (rx_timestamp=3297905764, rssi=-102, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=856, tx_frequency=868000000)
