ú‹⁄OKLLLã€úèLÀåŸúûMÀŸùMÀ›öX[œL‹›Ÿ\èLã›[YW€€óÿZ\èLLÿ€›[ù\èMçLãŸúô\]Y[òﬁONé
BåMÀÕÀÃåååéååH\Ÿ»^HùY[òH€ÿô\ù\òHHŸ[ú€‹àHçL»›]»
û›[Y\›[\LÃåNLçÕŒLãú‹⁄OKLLLãsnr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6413, tx_frequency=868000000)
17/7/2020 4:28:23 msg Hay buena cobertura de sensor 1 6414 stats (rx_timestamp=3218927792, rssi=-112, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6414, tx_frequency=868000000)
17/7/2020 4:32:51 msg Hay buena cobertura de sensor 1 6521 stats (rx_timestamp=3490436980, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6521, tx_frequency=868000000)
17/7/2020 4:32:54 msg Hay buena cobertura de sensor 1 6522 stats (rx_timestamp=3494613928, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6522, tx_frequency=868000000)
17/7/2020 4:32:56 msg Hay buena cobertura de sensor 1 6523 stats (rx_timestamp=3494613928, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6523, tx_frequency=868000000)
17/7/2020 4:32:59 msg Hay buena cobertura de sensor 1 6524 stats (rx_timestamp=3498790912, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6524, tx_frequency=868000000)
17/7/2020 4:33:1 msg Hay buena cobertura de sensor 1 6525 stats (rx_timestamp=3502967898, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6525, tx_frequency=868000000)
17/7/2020 4:33:4 msg Hay buena cobertura de sensor 1 6526 stats (rx_timestamp=3502967898, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6526, tx_frequency=868000000)
17/7/2020 4:33:6 msg Hay buena cobertura de sensor 1 6527 stats (rx_timestamp=3507144882, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6527, tx_frequency=868000000)
17/7/2020 4:33:9 msg Hay buena cobertura de sensor 1 6528 stats (rx_timestamp=3507144882, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6528, tx_frequency=868000000)
17/7/2020 4:33:11 msg Hay buena cobertura de sensor 1 6529 stats (rx_timestamp=3507144882, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6529, tx_frequency=868000000)
17/7/2020 4:33:14 msg Hay buena cobertura de sensor 1 6530 stats (rx_timestamp=3515499899, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6530, tx_frequency=868000000)
17/7/2020 4:33:16 msg Hay buena cobertura de sensor 1 6531 stats (rx_timestamp=3515499899, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6531, tx_frequency=868000000)
17/7/2020 4:33:19 msg Hay buena cobertura de sensor 1 6532 stats (rx_timestamp=3519676849, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6532, tx_frequency=868000000)
17/7/2020 4:33:21 msg Hay buena cobertura de sensor 1 6533 stats (rx_timestamp=3519676849, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6533, tx_frequency=868000000)
17/7/2020 4:33:24 msg Hay buena cobertura de sensor 1 6534 stats (rx_timestamp=3523853830, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6534, tx_frequency=868000000)
17/7/2020 4:33:27 msg Hay buena cobertura de sensor 1 6535 stats (rx_timestamp=3528031817, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6535, tx_frequency=868000000)
------------------------
------------------------
17/7/2020 0:0:2 msg Hay buena cobertura de sensor 1 0 stats (rx_timestamp=6284116, rssi=-100, snr=5.0, sfrx=7, sftx=0, tx_trials=0, tx_power=2, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
17/7/2020 0:0:4 msg Hay buena cobertura de sensor 1 1 stats (rx_timestamp=10461068, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=1, tx_frequency=868000000)
17/7/2020 0:0:6 msg Hay buena cobertura de sensor 1 2 stats (rx_timestamp=10461068, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=2, tx_frequency=868000000)
17/7/2020 0:0:9 msg Hay buena cobertura de sensor 1 3 stats (rx_timestamp=14639132, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=3, tx_frequency=868000000)
17/7/2020 0:0:11 msg Hay buena cobertura de sensor 1 4 stats (rx_timestamp=14639132, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=4, tx_frequency=868000000)
17/7/2020 0:0:14 msg Hay buena cobertura de sensor 1 5 stats (rx_timestamp=14639132, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=5, tx_frequency=868000000)
17/7/2020 0:0:16 msg Hay buena cobertura de sensor 1 6 stats (rx_timestamp=22993108, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6, tx_frequency=868000000)
17/7/2020 0:0:19 msg Hay buena cobertura de sensor 1 7 stats (rx_timestamp=22993108, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=7, tx_frequency=868000000)
17/7/2020 0:0:21 msg Hay buena cobertura de sensor 1 8 stats (rx_timestamp=27170091, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=8, tx_frequency=868000000)
17/7/2020 0:0:24 msg Hay buena cobertura de sensor 1 9 stats (rx_timestamp=27170091, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=9, tx_frequency=868000000)
17/7/2020 0:0:26 msg Hay buena cobertura de sensor 1 10 stats (rx_timestamp=31347080, rssi=-109, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=10, tx_frequency=868000000)
17/7/2020 0:0:29 msg Hay buena cobertura de sensor 1 11 stats (rx_timestamp=35524020, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=11, tx_frequency=868000000)
17/7/2020 0:0:31 msg Hay buena cobertura de sensor 1 12 stats (rx_timestamp=35524020, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=12, tx_frequency=868000000)
17/7/2020 0:0:34 msg Hay buena cobertura de sensor 1 13 stats (rx_timestamp=39701007, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=13, tx_frequency=868000000)
17/7/2020 0:0:36 msg Hay buena cobertura de sensor 1 14 stats (rx_timestamp=39701007, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=14, tx_frequency=868000000)
17/7/2020 0:0:39 msg Hay buena cobertura de sensor 1 15 stats (rx_timestamp=43877997, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=15, tx_frequency=868000000)
17/7/2020 0:0:42 msg Hay buena cobertura de sensor 1 16 stats (rx_timestamp=48055027, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=16, tx_frequency=868000000)
17/7/2020 0:0:44 msg Hay buena cobertura de sensor 1 17 stats (rx_timestamp=48055027, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=17, tx_frequency=868000000)
17/7/2020 0:0:47 msg Hay buena cobertura de sensor 1 18 stats (rx_timestamp=52232017, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=18, tx_frequency=868000000)
17/7/2020 0:0:49 msg Hay buena cobertura de sensor 1 19 stats (rx_timestamp=52232017, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=19, tx_frequency=868000000)
17/7/2020 0:0:51 msg Hay buena cobertura de sensor 1 20 stats (rx_timestamp=52232017, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=20, tx_frequency=868000000)
17/7/2020 0:0:54 msg Hay buena cobertura de sensor 1 21 stats (rx_timestamp=60586947, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=21, tx_frequency=868000000)
17/7/2020 0:0:56 msg Hay buena cobertura de sensor 1 22 stats (rx_timestamp=60586947, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=22, tx_frequency=868000000)
17/7/2020 0:0:59 msg Hay buena cobertura de sensor 1 23 stats (rx_timestamp=64763931, rssi=-108, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=23, tx_frequency=868000000)
17/7/2020 0:1:1 msg Hay buena cobertura de sensor 1 24 stats (rx_timestamp=64763931, rssi=-108, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=24, tx_frequency=868000000)
17/7/2020 0:1:4 msg Hay buena cobertura de sensor 1 25 stats (rx_timestamp=68940920, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=25, tx_frequency=868000000)
8
